bug_id,title,type,project,clean_title
3251,Types not included in code assist list for import (1GD06W9),RESOLVED,Eclipse JDT,type included code assist list import gdw
3293,search does not work in inner class (1GEUQHJ),RESOLVED,Eclipse JDT,search work inner class geuqhj
3296,CodeAssist - should filter out duplicates if any (1GEWDL7),RESOLVED,Eclipse JDT,codeassist filter duplicate gewdl
3325,Too much codeassist match on interface (1GH0GV1),RESOLVED,Eclipse JDT,much codeassist match interface ghgv
3424,DCR: code assist support for variable name suggestions (1GKM6OQ),RESOLVED,Eclipse JDT,dcr code assist support variable name suggestion gkmoq
3449,CodeAssist - two type with same name must be qualified (1GLDN3Z),RESOLVED,Eclipse JDT,codeassist two type name must qualified gldnz
5414,ArrayIndexOutOfBoundsException in Signature,RESOLVED,Eclipse JDT,arrayindexoutofboundsexception signature
5425,Exception on CodeAssist,RESOLVED,Eclipse JDT,exception codeassist
5514,Select a declaration does not work in unsaved working copies,RESOLVED,Eclipse JDT,select declaration work unsaved working copy
5618,Uncaught CompletionNodeFound exception doing code assist,RESOLVED,Eclipse JDT,uncaught completionnodefound exception code assist
6785,NPE in IType.resolve,RESOLVED,Eclipse JDT,npe ityperesolve
8696,Code assist doesn't work in initializer of anonymous inner class,RESOLVED,Eclipse JDT,code assist doesnt work initializer anonymous inner class
8878,"Code assist provides arbitrary, invalid choice after a space",RESOLVED,Eclipse JDT,code assist provides arbitrary invalid choice space
9593,SelectionEngine give more results than expected,RESOLVED,Eclipse JDT,selectionengine give result expected
10318,Feature Request: new Code Assist API required,RESOLVED,Eclipse JDT,feature request new code assist api required
10899,Can't open on selection for member type in binary class,RESOLVED,Eclipse JDT,cant open selection member type binary class
11355,OpenOnSelection unable to perform in single-type import,RESOLVED,Eclipse JDT,openonselection unable perform singletype import
12543,Code assist to insert method does not work when there are extra top-level statements,RESOLVED,Eclipse JDT,code assist insert method work extra toplevel statement
12873,CodeAssist : missing  proposal of method declaration,RESOLVED,Eclipse JDT,codeassist missing proposal method declaration
14051,The implementation for IType.resolveType(String) is not implemented as noted in the JavaDoc specs,RESOLVED,Eclipse JDT,implementation ityperesolvetypestring implemented noted javadoc spec
14467,Outliner doesn't highlight method,RESOLVED,Eclipse JDT,outliner doesnt highlight method
15142,CCE in SourceConstructorDeclaration,RESOLVED,Eclipse JDT,cce sourceconstructordeclaration
15977,NPE in Code Assist,RESOLVED,Eclipse JDT,npe code assist
9503,Brace and parenthesis matching is one-off,RESOLVED,Eclipse JDT,brace parenthesis matching oneoff
252040,[quick assist] 'Convert Switch to If' changes semantics (should extract key into local variable),RESOLVED,Eclipse JDT,quick assist convert switch change semantics extract key local variable
287136,[quick fix][api] Make ASTRewriteCorrectionProposal and parents public API,RESOLVED,Eclipse JDT,quick fixapi make astrewritecorrectionproposal parent public api
294970,In strings use the name/label when there is just one element/thing,RESOLVED,Eclipse JDT,string use namelabel one elementthing
298951,OpenTypePerfTest#testWarmException() perf tests results are not reliable,RESOLVED,Eclipse JDT,opentypeperftesttestwarmexception perf test result reliable
324267,Open from Clipboard action finds extra matches,RESOLVED,Eclipse JDT,open clipboard action find extra match
330353,The performance test JavaMoveLineTest#test() and subsequent tests fails on Linux machine.,RESOLVED,Eclipse JDT,performance test javamovelinetesttest subsequent test fails linux machine
336514,The performance test JavaReplaceAllTest fails on Linux machine,RESOLVED,Eclipse JDT,performance test javareplacealltest fails linux machine
337658,java.lang.reflect.InvocationTargetException thrown when invoking Open from Clipboard,RESOLVED,Eclipse JDT,javalangreflectinvocationtargetexception thrown invoking open clipboard
338675,[quick assist] 'Put expression in parentheses'  is offered unnecessarily,RESOLVED,Eclipse JDT,quick assist put expression parenthesis offered unnecessarily
361535,[nls tooling] Messages.java is not found from messages.properties in all cases.,RESOLVED,Eclipse JDT,nls tooling messagesjava found messagesproperties case
372516,[syntax highlighting] bracket highlighting should also work if caret is after the last bracket,RESOLVED,Eclipse JDT,syntax highlighting bracket highlighting also work caret last bracket
373501,Huge Performance regression in NonInitialTypingTest#testTypeAMethod(),RESOLVED,Eclipse JDT,huge performance regression noninitialtypingtesttesttypeamethod
2795,Feature Request: Import pop up entry (1GJL66T),RESOLVED,Eclipse JDT,feature request import pop entry gjlt
3733,'close project' not available in the package view (1GEHFLT),RESOLVED,Eclipse JDT,close project available package view gehflt
3821,Refactoring - variable extraction can lead to incorrect code (1GEWDNW),RESOLVED,Eclipse JDT,refactoring variable extraction lead incorrect code gewdnw
3921,Improve wording of extract method error message (1GF5Y0G),RESOLVED,Eclipse JDT,improve wording extract method error message gfyg
4060,Duplicate mnemonic: W in packages view (1GHBRAQ),RESOLVED,Eclipse JDT,duplicate mnemonic w package view ghbraq
5404,Extract method with 'continue' statement not possible,RESOLVED,Eclipse JDT,extract method continue statement possible
5690,refactoring: incorrect ExtractMethod on conditional return in loop,RESOLVED,Eclipse JDT,refactoring incorrect extractmethod conditional return loop
6185,Java icons in Debug View,RESOLVED,Eclipse JDT,java icon debug view
6704,"""MyCorporation"" copyright in jdt.ui",RESOLVED,Eclipse JDT,mycorporation copyright jdtui
7023,Refactoring too many builds when auto build is on,RESOLVED,Eclipse JDT,refactoring many build auto build
7127,'refactor' menu missing from the type hierarchy perspective,RESOLVED,Eclipse JDT,refactor menu missing type hierarchy perspective
7229,surround try/catch block throws NPE,RESOLVED,Eclipse JDT,surround trycatch block throw npe
7330,Make more actions available on text selection,RESOLVED,Eclipse JDT,make action available text selection
7383,Leverage new Action enablement/visibility support,RESOLVED,Eclipse JDT,leverage new action enablementvisibility support
7423,Leverage new IWorkbench.openPage API,RESOLVED,Eclipse JDT,leverage new iworkbenchopenpage api
7992,extract method: NPE (file with compile errors),RESOLVED,Eclipse JDT,extract method npe file compile error
8072,try catch error message,RESOLVED,Eclipse JDT,try catch error message
9378,extract method: NPE,RESOLVED,Eclipse JDT,extract method npe
10022,"Incorrect ""Build"" popup action enablement",RESOLVED,Eclipse JDT,incorrect build popup action enablement
10814,migrate to new showPerspective API,RESOLVED,Eclipse JDT,migrate new showperspective api
11273,refactoring error page - can grow very large,RESOLVED,Eclipse JDT,refactoring error page grow large
12097,code generation and RuntimeExceptions/Errors,RESOLVED,Eclipse JDT,code generation runtimeexceptionserrors
12332,Surround with try-catch fails if just one line is selected,RESOLVED,Eclipse JDT,surround trycatch fails one line selected
12516,Surround with try/catch adds run-time exceptions,RESOLVED,Eclipse JDT,surround trycatch add runtime exception
12585,Packages view should not provide file and resource transfer if Java element below CU is selected,RESOLVED,Eclipse JDT,package view provide file resource transfer java element cu selected
12587,Extract method provide option to not add run-time exceptions,RESOLVED,Eclipse JDT,extract method provide option add runtime exception
13499,Surround with try/catch does not use the formatting configuration,RESOLVED,Eclipse JDT,surround trycatch use formatting configuration
13596,OpenSuperImplementation action always disabled in Navigate menu,RESOLVED,Eclipse JDT,opensuperimplementation action always disabled navigate menu
13981,Show In Packages view not precise,RESOLVED,Eclipse JDT,show package view precise
14112,Show in Navigator doesn't work for non-java resources,RESOLVED,Eclipse JDT,show navigator doesnt work nonjava resource
15157,New-> menu disappears when folder is selected,RESOLVED,Eclipse JDT,new menu disappears folder selected
15308,Persist the size of the refactoring wizard,RESOLVED,Eclipse JDT,persist size refactoring wizard
15473,F3 opening more than one class,RESOLVED,Eclipse JDT,f opening one class
16298,Missing package.html in org.eclipse.jdt.ui.actions,RESOLVED,Eclipse JDT,missing packagehtml orgeclipsejdtuiactions
16414,Change the order of Focus on... and Focus on Selection,RESOLVED,Eclipse JDT,change order focus focus selection
20047,NPE in ShowInPackageViewAction,RESOLVED,Eclipse JDT,npe showinpackageviewaction
20595,"Preference listeners should use equals, not ==",RESOLVED,Eclipse JDT,preference listener use equal
24914,inline method - breaks code when inlining into overridden methods [refactoring],RESOLVED,Eclipse JDT,inline method break code inlining overridden method refactoring
25274,[Working Sets] Work Space includes unselected children packages,RESOLVED,Eclipse JDT,working set work space includes unselected child package
25501,inline method: syntax errors after,RESOLVED,Eclipse JDT,inline method syntax error
25517,JVM crashes on method rename with circular dependecies in the classpath,RESOLVED,Eclipse JDT,jvm crash method rename circular dependecies classpath
26096,inline method: incorrectly inling method that refers to 'this',RESOLVED,Eclipse JDT,inline method incorrectly inling method refers
26102,inline method: NPE in SourceAnalyzer,RESOLVED,Eclipse JDT,inline method npe sourceanalyzer
26250,inline method - breaks code when inlining virtual methods [refactoring],RESOLVED,Eclipse JDT,inline method break code inlining virtual method refactoring
26341,Inline method: problems when source to be inlined contains TODO marker,RESOLVED,Eclipse JDT,inline method problem source inlined contains todo marker
26501,Refactoring wizard brings the package explorer to flicker [refactoring],RESOLVED,Eclipse JDT,refactoring wizard brings package explorer flicker refactoring
26504,Refactoring - touches files not involved in action [refactiong],RESOLVED,Eclipse JDT,refactoring touch file involved action refactiong
26927,JavaDoc generation is hard to find [javadoc],RESOLVED,Eclipse JDT,javadoc generation hard find javadoc
28942,"""Extract method"" refactoring error [refactoring]",RESOLVED,Eclipse JDT,extract method refactoring error refactoring
